ID,L2Process,L2Desc,L3Process,L3Desc,L4Process,L4Desc,VS,MAR,MARDesc
4585c878-16fb-4d4c-8ba7-2d8be7725440,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-10-20-V001,Investment planning and forecasting,A2R,AARIM_MM_POPLMT01,ARIM: Portfolio Planning Maintenance (Limited)
da99336e-fd8a-42f8-aacd-eee140865223,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-10-20-V001,Investment planning and forecasting,A2R,AARIM_MM_POPLMT02,ARIM: Portfolio Planning Maintenance (Unlimited)
6c1703d3-a19a-420d-894b-c829029f322a,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-10-20-V001,Investment planning and forecasting,A2R,AARIM_MM_POPLSL00,ARIM: Portfolio Planning  Simulation
37fa15de-83c4-458c-b33e-408ae5dd3875,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-10-30-V001,Approve investments,A2R,AARIM_MM_APREMT00,ARIM: Appropriation Request Maintenance
b4e375a7-4aa6-40fb-b1f9-6b4a218cb2ae,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-10-30-V001,Approve investments,A2R,AARIM_MM_WKFLMT01,ARIM: Workflow Maintenance (Admin)
f4fc2a10-aa80-4a30-a0e5-e3f4f02aa53d,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-10-30-V001,Approve investments,A2R,AARIM_MM_WKFLAP02,ARIM: Workflow Approval (Participant)
53f34ff7-177a-44a5-aab7-2645946be2ad,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-10-V001,Setup Project,A2R,AARIM_MM_COPLMT00,ARIM: Cost Planning Maintenance
51f340f5-3b05-47ef-9858-05f2dac76fb0,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-10-V001,Setup Project,A2R,AARIM_MM_PJSTRL00,ARIM: Project Structure Release
28f3ccb1-c7b2-4af3-9939-ca662f23b9bf,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-10-V001,Setup Project,A2R,AARIM_MM_PROJMT00,ARIM: Project Maintenance
ef6b4f01-6e49-475b-b180-378f495c9f3e,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-10-V002,Manage Project,A2R,AARIM_MM_PJCHMT00,ARIM: Project Change Maintenance
b9457232-df75-4fcd-83ed-2bfc2cc38ad3,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-10-V002,Manage Project,A2R,AARIM_MM_PJREDL01,ARIM: Project Reporting Display (All)
fb0cb3dc-3f4d-4296-a4f5-454421b3abaa,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-10-V002,Manage Project,A2R,AARIM_DM_PJREDL03,ARIM: Project Reporting Display (Risk Reporting)
c8e48e50-00dd-4855-b15e-d5368dfcbfd5,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-10-V002,Manage Project,A2R,AARIM_MM_PJREDL04,ARIM: Project Reporting Display (Change Reporting)
1f42df58-df61-4e83-aa78-2ef32fc8e135,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-10-V002,Manage Project,A2R,AARIM_MM_PJTEEX00,ARIM: Project TECO-Ready Execution
1abbb4c3-6736-4b51-b7c6-c7b004102e69,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-10-V002,Manage Project,A2R,AARIM_MM_PROJMT00,ARIM: Project Maintenance
b49821c1-ba77-4d4c-9694-d044523ac32d,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-10-V002,Manage Project,A2R,AARIM_MM_RIMAMT00,ARIM: Risk Management Maintenance
e0a0ff9d-db93-4df8-83d3-50c9476b1a4e,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-10-V002,Manage Project,A2R,AARIM_MM_TIMETF00,ARIM: Timesheet Transfer
0effee0b-3ed2-4d4f-9206-4f71bdc5f732,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-10-V002,Manage Project,A2R,AARIM_MM_TIMEMT01,ARIM: Timesheet Maintenance (Restricted)
7798ded4-265a-4308-9e14-0e069586d9a7,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-10-V002,Manage Project,A2R,AARIM_MM_TIMEMT00,ARIM: Timesheet Maintenance
d56fcf43-3d11-425c-871c-daf72721bd7d,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-10-V003,Monitor Project,A2R,AARIM_MM_PJREDL01,ARIM: Project Reporting Display (All)
acb4d8ed-5027-4637-a046-d443e945380d,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-10-V003,Monitor Project,A2R,AARIM_MM_PJREDL02,ARIM: Project Reporting Display (Financial Reporting)
7838eac7-5331-4c8c-bbd0-a516849a4613,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-20-V001,Conduct commissioning,A2R,AARIM_MM_PJHAMT00,ARIM: Project Handover Maintenance
6410d0a1-6923-4a05-a153-6fdb0d3f03d3,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-40-V001,Close-out asset project,A2R,AARIM_MM_PJCHMT00,ARIM: Project Change Maintenance
9699ed2f-056e-477f-9a6a-e837a03f83e6,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-40-V001,Close-out asset project,A2R,AARIM_MM_PJFCCR00,ARIM: Project Financial Close Creation
71b67df2-e48b-4400-819b-10892df51218,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-40-V001,Close-out asset project,A2R,AARIM_MM_PJREDL01,ARIM: Project Reporting Display (All)
5fc89ce9-d7db-475e-81f5-43a6cd12a097,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-40-V001,Close-out asset project,A2R,AARIM_MM_PJREDL02,ARIM: Project Reporting Display (Financial Reporting)
6f5252c2-fee5-48fe-8473-ec6ed4d9ef24,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-40-V001,Close-out asset project,A2R,AARIM_MM_PJTEEX00,ARIM: Project TECO-Ready Execution
db39b950-0060-4680-8451-0eb1ae3d832d,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-30-20-V001,Project Reporting,A2R,AARIM_DM_PJDBDL00,ARIM: Project Dashboard Reporting
09ffc179-35be-4ad8-a0b6-4d763384fe93,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-30-20-V001,Project Reporting,A2R,AARIM_MN_SACNMT02,ARIM: SAC Content Maintenance (Project Reporting)
556c189e-13a3-4473-ad28-9a05db0c8faa,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-30-20-V001,Project Reporting,A2R,AARIM_DM_INVMDL00,ARIM: Investment Management Display
dc3b8699-8547-45bf-9037-c07af60f5869,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-30-10-V001,Portfolio Reporting,A2R,AARIM_MN_SACNMT01,ARIM: SAC Content Maintenance (Portfolio Reporting)
bbcdf407-6b57-41fc-82d2-c7a7fb14cb2d,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-30-10-V001,Portfolio Reporting,A2R,AARIM_DM_PODBDL00,ARIM: Portfolio Dashboard Reporting
d0cce531-de6d-4b48-905f-3b9a2e90aa90,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-30-10-V001,Portfolio Reporting,A2R,AARIM_DM_INVMDL00,ARIM: Investment Management Display
6ee675c1-dda2-4532-8035-fcf2a4b03076,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-10-40-V001,Investment Master Data Maintenance,A2R,AARIM_MM_INMDMT00,ARIM: Investment Master Data Maintenance
7b3348ea-803d-42d3-a6d6-5080e838ac16,L2ID,L2Desc,L3ID,L3Desc,A2R-IM-20-50-V001,Project Master Data  Maintenance,A2R,AARIM_MM_PJMDMT00,ARIM: Project Master Data Maintenance
3f9943db-44e8-4637-99dd-fbdbce47532c,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-10-20-V001,Add asset to register,A2R,AARMD_MM_ASMDAP03,ARMD: Asset Master Data Approval (MD approver)
2dd22929-3d74-4fcb-a923-70f1f529c265,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-10-20-V001,Add asset to register,A2R,AARMD_MM_ASMDMT00,ARMD: Asset Master Data Maintenance
59fe6a78-f0bc-4037-822f-a3c718816278,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-10-20-V001,Add asset to register,A2R,AARMD_MM_WCMDMT00,ARMD: Work Center Master Data Maintenance
50924692-7336-40ac-9482-926dadbed699,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-10-20-V001,Add asset to register,A2R,AARMD_MM_WKFLRO03,ARMD: Workflow Routing (MD approver)
7a0f5fe7-846b-48bf-8cb6-b013ee74c847,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-10-30-V001,Update asset data and asset retirement,A2R,AARMD_MM_ASDAMT00,ARMD: Asset Data Maintenance
43805d75-1ec0-43cb-a329-56c1c527227d,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-10-30-V001,Update asset data and asset retirement,A2R,AARMD_MM_ASDAAP00,ARMD: Asset Data Approval
4c741f1a-44fc-401e-8cec-3ade5cdeaab6,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-10-30-V001,Update asset data and asset retirement,A2R,AARMD_MM_WKFLRO08,ARMD: Workflow Routing (Asset Data)
b5a39f4c-b5e3-44fd-be85-134c62cf4a61,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-10-30-V001,Update asset data and asset retirement,A2R,AARMD_MM_WKFLRO09,ARMD: Workflow Routing (Work Center Master Data)
8c31156d-a90a-4a8a-8610-d043bc257d06,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-10-30-V001,Update asset data and asset retirement,A2R,AARMD_MM_WCMDAP00,ARMD: Work Center Master Data Approval
6b481f01-6741-4217-bf4e-833558bd1d0f,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-10-30-V001,Update asset data and asset retirement,A2R,AARMD_MM_WCMDMT00,ARMD: Work Center Master Data Maintenance
f1de3872-5fd1-436f-9f4f-8121f0dce442,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-60-V001,Execute and Control Maintenance,A2R,AARMI_MM_WKPEMT00,ARMI: Work Permit Maintenance
cd9620df-6f29-45ba-a801-55b809a8e7ad,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-60-V001,Execute and Control Maintenance,A2R,AARMI_MM_WKORRL00,ARMI: Work Order Release
86f7b3bf-520c-448c-ade2-37bbbe7aa4c7,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-60-V001,Execute and Control Maintenance,A2R,AARMI_MM_WKORMT00,ARMI: Work Order Maintenance
c856d2c0-613e-4bbd-a493-5365fcabc4e7,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-130-V001,Complete and Evaluate Work (PH/CH),A2R,AARMI_DM_MISPDL00,ARMI: Maintenance & Inspection Display
1e49f76b-910e-49dc-b832-6b4f7a99999f,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-130-V001,Complete and Evaluate Work (PH/CH),A2R,AARMI_MM_MTNOMT00,ARMI: Maintenance Notification Maintenance
bbe6ad83-704e-4234-bb02-a6da949cc4f8,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-130-V001,Complete and Evaluate Work (PH/CH),A2R,AARMI_MM_WKORMT00,ARMI: Work Order Maintenance
4d49043c-9168-4cf1-9b40-90e5889cee95,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-130-V002,Complete and Evaluate Work (CS),A2R,AARMI_DM_MISPDL00,ARMI: Maintenance & Inspection Display
8b5a5682-6919-43fe-992f-158d0a3bdb64,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-130-V002,Complete and Evaluate Work (CS),A2R,AARMI_MM_MTNOMT00,ARMI: Maintenance Notification Maintenance
b7446085-1b73-42cf-b439-d86330b25edd,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-130-V002,Complete and Evaluate Work (CS),A2R,AARMI_MM_WKORMT00,ARMI: Work Order Maintenance
3d0b4de1-577a-44ca-8942-c9f33b4f35a0,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-170-V001,Create and approve work permit,A2R,AARMI_MM_WKRQCR00,ARMI: Work Permit Request Creation
acf746b7-0543-4d47-97a7-5547889fa19a,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-170-V001,Create and approve work permit,A2R,AARMI_MM_WKRQAP01,ARMI: Work Permit Request Approval (Second WP Approver)
db94f00f-62c1-4de9-bb74-0325724a00f2,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-170-V001,Create and approve work permit,A2R,AARMI_MM_WKRQAP02,ARMI: Work Permit Request Approval (Plant Manager)
9d00b2eb-112e-419e-9b3c-6da53eddbb7b,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-90-V001,Execute and Control Calibration (PH/CH),A2R,AARMI_MM_CADTCR00,ARMI: Calibration Data Creation
91e73cce-5a2b-4b9d-9599-6a1151953fda,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-90-V001,Execute and Control Calibration (PH/CH),A2R,AARMI_MM_CADTAP01,ARMI: Calibration Data Approval (CW Approver PH/CH)
5f48bc46-ea49-42f9-804a-10eb60b00d4b,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-170-V001,Create and approve work permit,A2R,AARMI_MM_WKRQCR01,ARMI: Work Permit Request Creation (WP Type - PRE)
8c9ac9d6-19ba-4905-8ccb-3433919220c2,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-160,Analyze Maintenance Performance,A2R,AARMI_MM_WKORMT00,ARMI: Work Order Maintenance
fc9b5c02-f813-4b3c-bda1-915c266687da,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-160,Analyze Maintenance Performance,A2R,AARKP_DM_KPINDL00,ARKP: KPI Display
1d1ca81a-48c5-454f-8c5c-1f7472b66052,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-50-V001,Schedule Maintenance and Inspection,A2R,AARMI_MM_WKORMT00,ARMI: Work Order Maintenance
a2427d4c-66be-4dd3-be09-94bf1660de0f,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-50-V001,Schedule Maintenance and Inspection,A2R,AARMI_DM_MISPDL00,ARMI: Maintenance & Inspection Display
f71826f4-8d8a-45c3-9af7-815765e99b96,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-50-V001,Schedule Maintenance and Inspection,A2R,AARMI_MM_DPATMT01,ARMI: Dispatch Maintenance (FSM)
b291f966-39e2-472e-98ce-3ee5c0b4db76,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-50-V001,Schedule Maintenance and Inspection,A2R,AARMI_MM_ADMIMT01,ARMI: Admin Configuration Maintenance (FSM)
7f49e5e5-e8d9-405d-be0a-e1c40e457a57,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-50-V001,Schedule Maintenance and Inspection,A2R,AARMI_MM_TECHMT01,ARMI: Technical Maintenance (FSM)
0c72b6e6-22a5-4fcc-9a36-db543bbba6ae,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-50-V001,Schedule Maintenance and Inspection,A2R,AARMI_MM_MDATMT01,ARMI: Master Data Maintenance (FSM)
7bf21609-f605-49c9-a262-33fa4f8b1fbc,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-40-50-V001,Schedule Maintenance and Inspection,A2R,AARMI_DM_MTPLDL01,ARMI: Maintenance Planning Display (FSM)
234f00cd-6e5f-47f9-8379-a98b9cab060f,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-30-70-V002_Define,Maintenance Tasks_Compliance,A2R,AARMS_MM_MAPLMT01,ARMS: Maintenance Plan Maintenance (Compliance)
65937a8a-4320-4dde-b351-9dcc9a2a8485,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-30-70-V002_Define,Maintenance Tasks_Compliance,A2R,AARMS_MM_INPLMT01,ARMS: Inspection Plan Maintenance (Compliance)
fcb87fae-d3d1-4e30-a5f9-f57f6cf1160b,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-30-70-V002_Define,Maintenance Tasks_Compliance,A2R,AARMS_MM_MASTMT01,ARMS: Maintenance Strategy Maintenance (Compliance)
b16211f5-6bc9-4205-998a-68aaf68309b6,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-30-70-V002_Define,Maintenance Tasks_Compliance,A2R,AARMS_MM_MTREMT01,ARMS: Maintenance Task Request Maintenance (Compliance)
a540a75a-67b4-4c5d-b56d-bc8f0e9c9a2c,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-30-70-V002_Define,Maintenance Tasks_Compliance,A2R,AARMS_MM_MATLAP01,ARMS: Maintenance Task List Approval (Compliance)
b92a875a-f75b-4553-bc2f-cb8f6eaa2bb8,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-30-70-V002_Define,Maintenance Tasks_Compliance,A2R,AARMS_MM_MATLAP02,ARMS: Maintenance Task List Approval (Non-Compliance)
ff09c041-3148-4d89-ad61-d4e6a53ddbab,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-30-70-V002_Define,Maintenance Tasks_Compliance,A2R,AARMS_MM_WKFLRO10,ARMS: Workflow Routing (Task List Non-Compliance)
a2a7bc8a-ee8f-461e-9c14-42aba75b85e8,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-30-70-V002_Define,Maintenance Tasks_Compliance,A2R,AARMS_MM_WKFLRO11,ARMS: Workflow Routing (Task List Compliance)
3d25d81d-e2f9-4248-bcd4-8d90a47c7a29,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-30-70-V002_Define,Maintenance Tasks_Compliance,A2R,AARMS_MM_MICHMT01,ARMS: Master Inspection Characteristic Maintenance (Compliance)
e7e3776a-c83f-4432-8a0d-3be1eb0bb10a,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-30-70-V002_Define,maintenance tasks,A2R,AARMS_MM_INPLMT01,ARMS: Inspection Plan Maintenance (Compliance)
4913ea91-a2e8-407f-98d9-136673358981,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-30-70-V002_Define,maintenance tasks,A2R,AARMS_MM_INPLMT00,ARMS: Inspection Plan Maintenance
bc3e9dff-6b08-4e2d-a894-f957bb367934,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-30-70-V002_Define,maintenance tasks,A2R,AARMS_MM_MAPLMT01,ARMS: Maintenance Plan Maintenance (Compliance)
9b9bde87-e69a-49a2-bb5c-123a76def737,L2ID,L2Desc,L3ID,L3Desc,A2R-AC-30-70-V002_Define,maintenance tasks,A2R,AARMS_MM_MASTMT01,ARMS: Maintenance Strategy Maintenance (Compliance)
